池子ID,池子名称,池子总权重,金球总权重,金球总占比%,此池单次闪率%,含保底期望噩梦次数,精灵名,是否异色,权重,在总池中占比%,在金球中占比%
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,嗜光嗡嗡,否,535,0.1487,
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,柴渣虫,否,535,0.1487,
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,空空颅,否,535,0.1487,
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,贝瑟,否,535,0.1487,
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,大耳帽兜,否,535,0.1487,
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,机械方方,否,535,0.1487,
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,恶魔狼,否,535,0.1487,
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,奇丽草,否,535,0.1487,
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,拉特,否,535,0.1487,
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,治愈兔,否,535,0.1487,
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,格兰种子,否,535,0.1487,
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,大耳帽兜,是,56,0.0156,1.72
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,机械方方,是,56,0.0156,1.72
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,恶魔狼,是,56,0.0156,1.72
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,奇丽草,是,56,0.0156,1.72
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,拉特,是,56,0.0156,1.72
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,治愈兔,是,56,0.0156,1.72
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,格兰种子,是,56,0.0156,1.72
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,粉星仔,是,56,0.0156,1.72
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,月牙雪熊,是,56,0.0156,1.72
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,粉粉星,是,56,0.0156,1.72
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,双灯鱼,是,56,0.0156,1.72
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,嗜光嗡嗡,是,56,0.0156,1.72
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,柴渣虫,是,56,0.0156,1.72
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,空空颅,是,56,0.0156,1.72
evo_181,吸泥鸥链（evo=181，属性=地）,359815,3260,0.906,0.906,55.8,贝瑟,是,56,0.0156,1.72
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,兽花蕾,否,514844,72.7267,
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,果冻,否,64355,9.0908,
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,星尘虫,否,64355,9.0908,
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,嗜光嗡嗡,否,21968,3.1032,
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,柴渣虫,否,7655,1.0813,
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,奇丽草,否,7655,1.0813,
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,格兰种子,否,7655,1.0813,
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,嗜光嗡嗡,是,1327,0.1875,20.63
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,奇丽草,是,1166,0.1647,18.13
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,格兰种子,是,1166,0.1647,18.13
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,柴渣虫,是,1166,0.1647,18.13
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,粉星仔,否,1083,0.153,
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,月牙雪熊,否,1083,0.153,
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,粉粉星,否,1083,0.153,
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,双灯鱼,否,1083,0.153,
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,空空颅,否,1083,0.153,
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,贝瑟,否,1083,0.153,
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,大耳帽兜,否,1083,0.153,
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,机械方方,否,1083,0.153,
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,恶魔狼,否,1083,0.153,
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,呼呼猪,否,1083,0.153,
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,拉特,否,1083,0.153,
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,治愈兔,否,1083,0.153,
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,大耳帽兜,是,134,0.0189,2.08
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,机械方方,是,134,0.0189,2.08
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,恶魔狼,是,134,0.0189,2.08
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,呼呼猪,是,134,0.0189,2.08
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,拉特,是,134,0.0189,2.08
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,治愈兔,是,134,0.0189,2.08
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,粉星仔,是,134,0.0189,2.08
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,月牙雪熊,是,134,0.0189,2.08
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,粉粉星,是,134,0.0189,2.08
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,双灯鱼,是,134,0.0189,2.08
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,空空颅,是,134,0.0189,2.08
evo_182,兽花蕾链（evo=182，属性=光|草）,707916,6433,0.9087,0.9087,55.7,贝瑟,是,134,0.0189,2.08
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,公平鸽,否,261688,72.7287,
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,果冻,否,32711,9.0911,
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,星尘虫,否,32711,9.0911,
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,粉星仔,否,1840,0.5114,
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,月牙雪熊,否,1840,0.5114,
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,粉粉星,否,1840,0.5114,
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,双灯鱼,否,1840,0.5114,
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,嗜光嗡嗡,否,1840,0.5114,
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,柴渣虫,否,1840,0.5114,
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,空空颅,否,1840,0.5114,
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,贝瑟,否,1840,0.5114,
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,大耳帽兜,否,1840,0.5114,
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,机械方方,否,1840,0.5114,
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,恶魔狼,否,1840,0.5114,
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,奇丽草,否,1840,0.5114,
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,呼呼猪,否,1840,0.5114,
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,拉特,否,1840,0.5114,
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,治愈兔,否,1840,0.5114,
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,格兰种子,否,1840,0.5114,
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,大耳帽兜,是,204,0.0567,6.25
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,机械方方,是,204,0.0567,6.25
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,恶魔狼,是,204,0.0567,6.25
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,奇丽草,是,204,0.0567,6.25
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,呼呼猪,是,204,0.0567,6.25
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,拉特,是,204,0.0567,6.25
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,治愈兔,是,204,0.0567,6.25
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,格兰种子,是,204,0.0567,6.25
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,粉星仔,是,204,0.0567,6.25
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,月牙雪熊,是,204,0.0567,6.25
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,粉粉星,是,204,0.0567,6.25
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,双灯鱼,是,204,0.0567,6.25
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,嗜光嗡嗡,是,204,0.0567,6.25
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,柴渣虫,是,204,0.0567,6.25
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,空空颅,是,204,0.0567,6.25
evo_183,公平鸽链（evo=183，属性=无）,359814,3264,0.9071,0.9071,55.8,贝瑟,是,204,0.0567,6.25
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,花怨鳗,否,514844,72.7267,
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,果冻,否,64355,9.0908,
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,星尘虫,否,64355,9.0908,
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,呼呼猪,否,21968,3.1032,
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,柴渣虫,否,7655,1.0813,
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,奇丽草,否,7655,1.0813,
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,格兰种子,否,7655,1.0813,
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,呼呼猪,是,1327,0.1875,20.63
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,奇丽草,是,1166,0.1647,18.13
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,格兰种子,是,1166,0.1647,18.13
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,柴渣虫,是,1166,0.1647,18.13
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,粉星仔,否,1083,0.153,
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,月牙雪熊,否,1083,0.153,
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,粉粉星,否,1083,0.153,
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,双灯鱼,否,1083,0.153,
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,嗜光嗡嗡,否,1083,0.153,
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,空空颅,否,1083,0.153,
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,贝瑟,否,1083,0.153,
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,大耳帽兜,否,1083,0.153,
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,机械方方,否,1083,0.153,
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,恶魔狼,否,1083,0.153,
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,拉特,否,1083,0.153,
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,治愈兔,否,1083,0.153,
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,大耳帽兜,是,134,0.0189,2.08
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,机械方方,是,134,0.0189,2.08
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,恶魔狼,是,134,0.0189,2.08
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,拉特,是,134,0.0189,2.08
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,治愈兔,是,134,0.0189,2.08
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,粉星仔,是,134,0.0189,2.08
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,月牙雪熊,是,134,0.0189,2.08
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,粉粉星,是,134,0.0189,2.08
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,双灯鱼,是,134,0.0189,2.08
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,嗜光嗡嗡,是,134,0.0189,2.08
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,空空颅,是,134,0.0189,2.08
evo_184,花怨鳗链（evo=184，属性=地|草）,707916,6433,0.9087,0.9087,55.7,贝瑟,是,134,0.0189,2.08
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,波波螺,否,514844,72.7269,
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,果冻,否,64355,9.0908,
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,星尘虫,否,64355,9.0908,
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,双灯鱼,否,21895,3.0929,
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,呼呼猪,否,21895,3.0929,
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,呼呼猪,是,2403,0.3394,37.37
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,双灯鱼,是,2403,0.3394,37.37
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,粉星仔,否,1010,0.1427,
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,月牙雪熊,否,1010,0.1427,
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,粉粉星,否,1010,0.1427,
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,嗜光嗡嗡,否,1010,0.1427,
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,柴渣虫,否,1010,0.1427,
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,空空颅,否,1010,0.1427,
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,贝瑟,否,1010,0.1427,
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,大耳帽兜,否,1010,0.1427,
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,机械方方,否,1010,0.1427,
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,恶魔狼,否,1010,0.1427,
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,奇丽草,否,1010,0.1427,
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,拉特,否,1010,0.1427,
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,治愈兔,否,1010,0.1427,
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,格兰种子,否,1010,0.1427,
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,大耳帽兜,是,116,0.0164,1.8
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,机械方方,是,116,0.0164,1.8
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,恶魔狼,是,116,0.0164,1.8
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,奇丽草,是,116,0.0164,1.8
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,拉特,是,116,0.0164,1.8
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,治愈兔,是,116,0.0164,1.8
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,格兰种子,是,116,0.0164,1.8
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,粉星仔,是,116,0.0164,1.8
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,月牙雪熊,是,116,0.0164,1.8
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,粉粉星,是,116,0.0164,1.8
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,嗜光嗡嗡,是,116,0.0164,1.8
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,柴渣虫,是,116,0.0164,1.8
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,空空颅,是,116,0.0164,1.8
evo_185,波波螺链（evo=185，属性=地|水）,707914,6430,0.9083,0.9083,55.7,贝瑟,是,116,0.0164,1.8
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,里拉鳐,否,261688,72.7285,
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,果冻,否,32711,9.0911,
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,星尘虫,否,32711,9.0911,
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,双灯鱼,否,21420,5.9531,
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,双灯鱼,是,2420,0.6726,74.23
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,粉星仔,否,535,0.1487,
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,月牙雪熊,否,535,0.1487,
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,粉粉星,否,535,0.1487,
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,嗜光嗡嗡,否,535,0.1487,
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,柴渣虫,否,535,0.1487,
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,空空颅,否,535,0.1487,
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,贝瑟,否,535,0.1487,
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,大耳帽兜,否,535,0.1487,
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,机械方方,否,535,0.1487,
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,恶魔狼,否,535,0.1487,
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,奇丽草,否,535,0.1487,
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,呼呼猪,否,535,0.1487,
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,拉特,否,535,0.1487,
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,治愈兔,否,535,0.1487,
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,格兰种子,否,535,0.1487,
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,大耳帽兜,是,56,0.0156,1.72
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,机械方方,是,56,0.0156,1.72
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,恶魔狼,是,56,0.0156,1.72
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,奇丽草,是,56,0.0156,1.72
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,呼呼猪,是,56,0.0156,1.72
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,拉特,是,56,0.0156,1.72
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,治愈兔,是,56,0.0156,1.72
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,格兰种子,是,56,0.0156,1.72
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,粉星仔,是,56,0.0156,1.72
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,月牙雪熊,是,56,0.0156,1.72
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,粉粉星,是,56,0.0156,1.72
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,嗜光嗡嗡,是,56,0.0156,1.72
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,柴渣虫,是,56,0.0156,1.72
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,空空颅,是,56,0.0156,1.72
evo_186,里拉鳐链（evo=186，属性=水）,359815,3260,0.906,0.906,55.8,贝瑟,是,56,0.0156,1.72
evo_188,号儿鱼链（evo=188，属性=水）,359815,3260,0.906,0.906,55.8,号儿鱼,否,261688,72.7285,
evo_188,号儿鱼链（evo=188，属性=水）,359815,3260,0.906,0.906,55.8,果冻,否,32711,9.0911,
evo_188,号儿鱼链（evo=188，属性=水）,359815,3260,0.906,0.906,55.8,星尘虫,否,32711,9.0911,
evo_188,号儿鱼链（evo=188，属性=水）,359815,3260,0.906,0.906,55.8,双灯鱼,否,21420,5.9531,
evo_188,号儿鱼链（evo=188，属性=水）,359815,3260,0.906,0.906,55.8,双灯鱼,是,2420,0.6726,74.23
evo_188,号儿鱼链（evo=188，属性=水）,359815,3260,0.906,0.906,55.8,粉星仔,否,535,0.1487,
evo_188,号儿鱼链（evo=188，属性=水）,359815,3260,0.906,0.906,55.8,月牙雪熊,否,535,0.1487,
evo_188,号儿鱼链（evo=188，属性=水）,359815,3260,0.906,0.906,55.8,粉粉星,否,535,0.1487,
evo_188,号儿鱼链（evo=188，属性=水）,359815,3260,0.906,0.906,55.8,嗜光嗡嗡,否,535,0.1487,
evo_188,号儿鱼链（evo=188，属性=水）,359815,3260,0.906,0.906,55.8,柴渣虫,否,535,0.1487,
evo_188,号儿鱼链（evo=188，属性=水）,359815,3260,0.906,0.906,55.8,空空颅,否,535,0.1487,
evo_188,号儿鱼链（evo=188，属性=水）,359815,3260,0.906,0.906,55.8,贝瑟,否,535,0.1487,
evo_188,号儿鱼链（evo=188，属性=水）,359815,3260,0.906,0.906,55.8,大耳帽兜,否,535,0.1487,
evo_188,号儿鱼链（evo=188，属性=水）,359815,3260,0.906,0.906,55.8,机械方方,否,535,0.1487,
evo_188,号儿鱼链（evo=188，属性=水）,359815,3260,0.906,0.906,55.8,恶魔狼,否,535,0.1487,
evo_188,号儿鱼链（evo=188，属性=水）,359815,3260,0.906,0.906,55.8,奇丽草,否,535,0.1487,
evo_188,号儿鱼链（evo=188，属性=水）,359815,3260,0.906,0.906,55.8,呼呼猪,否,535,0.1487,
evo_188,号儿鱼链（evo=188，属性=水）,359815,3260,0.906,0.906,55.8,拉特,否,535,0.1487,
evo_188,号儿鱼链（evo=188，属性=水）,359815,3260,0.906,0.906,55.8,治愈兔,否,535,0.1487,
evo_188,号儿鱼链（evo=188，属性=水）,359815,3260,0.906,0.906,55.8,格兰种子,否,535,0.1487,
evo_188,号儿鱼链（evo=188，属性=水）,359815,3260,0.906,0.906,55.8,大耳帽兜,是,56,0.0156,1.72
evo_188,号儿鱼链（evo=188，属性=水）,359815,3260,0.906,0.906,55.8,机械方方,是,56,0.0156,1.72
evo_188,号儿鱼链（evo=188，属性=水）,359815,3260,0.906,0.906,55.8,恶魔狼,是,56,0.0156,1.72
